,estimator,min_score,mean_score,max_score,std_score,parameters
734,RF,0.250,0.600,1.000,0.229,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 2, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
667,RF,0.000,0.600,1.000,0.339,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 3, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
142,RF,0.000,0.600,1.000,0.300,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 7, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
749,RF,0.250,0.600,1.000,0.278,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 3, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
443,RF,0.250,0.600,1.000,0.320,"{'classification__bootstrap': False, 'classification__max_depth': 9, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 5, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
781,RF,0.000,0.600,1.000,0.374,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 7, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
441,RF,0.250,0.600,0.750,0.200,"{'classification__bootstrap': False, 'classification__max_depth': 9, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 5, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
437,RF,0.250,0.600,1.000,0.320,"{'classification__bootstrap': False, 'classification__max_depth': 9, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
777,RF,0.250,0.600,0.750,0.200,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 7, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
604,RF,0.000,0.600,1.000,0.320,"{'classification__bootstrap': False, 'classification__max_depth': 3, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 5, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
95,RF,0.500,0.600,0.750,0.122,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 2, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
861,AB,0.250,0.600,1.000,0.200,"{'reduce_dim__n_components': 20, 'classification__algorithm': 'SAMME', 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__n_estimators': 250}"
560,RF,0.250,0.600,1.000,0.255,"{'classification__bootstrap': False, 'classification__max_depth': 3, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 2, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
113,RF,0.000,0.600,1.000,0.357,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
564,RF,0.250,0.600,1.000,0.255,"{'classification__bootstrap': False, 'classification__max_depth': 3, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 2, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
162,RF,0.000,0.600,1.000,0.374,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 2, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
571,RF,0.000,0.600,1.000,0.374,"{'classification__bootstrap': False, 'classification__max_depth': 3, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 2, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
941,AB,0.250,0.600,1.000,0.255,"{'reduce_dim__n_components': 20, 'classification__algorithm': 'SAMME.R', 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__n_estimators': 250}"
846,AB,0.250,0.600,1.000,0.200,"{'reduce_dim__n_components': 30, 'classification__algorithm': 'SAMME', 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__n_estimators': 200}"
856,AB,0.000,0.600,1.000,0.278,"{'reduce_dim__n_components': 10, 'classification__algorithm': 'SAMME', 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__n_estimators': 250}"
413,RF,0.000,0.600,1.000,0.374,"{'classification__bootstrap': False, 'classification__max_depth': 9, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 2, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
937,AB,0.250,0.600,1.000,0.255,"{'reduce_dim__n_components': 20, 'classification__algorithm': 'SAMME.R', 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__n_estimators': 250}"
784,RF,0.250,0.600,1.000,0.255,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 10, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
873,AB,0.250,0.600,1.000,0.255,"{'reduce_dim__n_components': 20, 'classification__algorithm': 'SAMME', 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__n_estimators': 300}"
151,RF,0.000,0.600,1.000,0.339,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 10, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
932,AB,0.250,0.600,1.000,0.200,"{'reduce_dim__n_components': 10, 'classification__algorithm': 'SAMME.R', 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__n_estimators': 250}"
928,AB,0.250,0.600,1.000,0.200,"{'reduce_dim__n_components': 10, 'classification__algorithm': 'SAMME.R', 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__n_estimators': 250}"
157,RF,0.000,0.600,1.000,0.320,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 10, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
588,RF,0.000,0.600,1.000,0.320,"{'classification__bootstrap': False, 'classification__max_depth': 3, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 3, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
590,RF,0.000,0.600,1.000,0.300,"{'classification__bootstrap': False, 'classification__max_depth': 3, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 3, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
916,AB,0.250,0.600,1.000,0.200,"{'reduce_dim__n_components': 10, 'classification__algorithm': 'SAMME.R', 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__n_estimators': 200}"
596,RF,0.250,0.600,1.000,0.255,"{'classification__bootstrap': False, 'classification__max_depth': 3, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
109,RF,0.250,0.600,1.000,0.278,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 3, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
553,RF,0.250,0.600,0.750,0.166,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 10, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
549,RF,0.250,0.600,1.000,0.300,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 10, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
840,AB,0.000,0.600,1.000,0.278,"{'reduce_dim__n_components': 10, 'classification__algorithm': 'SAMME', 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__n_estimators': 200}"
492,RF,0.000,0.600,1.000,0.339,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 2, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
497,RF,0.250,0.600,1.000,0.278,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 3, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
905,AB,0.250,0.600,1.000,0.255,"{'reduce_dim__n_components': 20, 'classification__algorithm': 'SAMME.R', 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__n_estimators': 150}"
508,RF,0.250,0.600,1.000,0.229,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 3, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
510,RF,0.500,0.600,0.750,0.122,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 3, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
