,estimator,min_score,mean_score,max_score,std_score,parameters
674,RF,0.000,0.650,1.000,0.339,"{'reduce_dim__k': 30, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
699,RF,0.250,0.650,1.000,0.300,"{'reduce_dim__k': 36, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
686,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 30, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
688,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 10, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
691,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 36, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
113,AB,0.500,0.650,0.750,0.122,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 300}"
796,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 10, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
106,AB,0.500,0.650,1.000,0.166,"{'reduce_dim__k': 30, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 250}"
700,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 10, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
652,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 10, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
99,AB,0.500,0.650,1.000,0.166,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 250}"
702,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 30, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
703,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 36, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
91,AB,0.250,0.650,1.000,0.200,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 200}"
90,AB,0.250,0.650,0.750,0.200,"{'reduce_dim__k': 30, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 200}"
706,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 30, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
685,RF,0.250,0.650,1.000,0.300,"{'reduce_dim__k': 20, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
684,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 10, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
683,RF,0.250,0.650,0.750,0.166,"{'reduce_dim__k': 36, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
953,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 20, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
678,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 30, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
945,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 20, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 10, 'classification__bootstrap': False}"
944,RF,0.000,0.650,1.000,0.320,"{'reduce_dim__k': 10, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 10, 'classification__bootstrap': False}"
675,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 36, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
941,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 20, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 10, 'classification__bootstrap': False}"
340,SVM,0.000,0.650,1.000,0.320,"{'classification__gamma': 1, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 10}"
938,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 30, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 10, 'classification__bootstrap': False}"
797,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 20, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
154,SVM,0.000,0.650,1.000,0.320,"{'classification__gamma': 0.5, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'linear', 'reduce_dim__k': 30}"
666,RF,0.250,0.650,1.000,0.200,"{'reduce_dim__k': 30, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
929,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 20, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
664,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 10, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
923,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 36, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
707,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 36, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
83,AB,0.500,0.650,0.750,0.122,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 150}"
791,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 36, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
977,RF,0.250,0.650,1.000,0.300,"{'reduce_dim__k': 20, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
2,AB,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 30, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 100}"
764,RF,0.000,0.650,1.000,0.300,"{'reduce_dim__k': 10, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 10, 'classification__bootstrap': False}"
15,AB,0.250,0.650,1.000,0.200,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 150}"
761,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 20, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 10, 'classification__bootstrap': False}"
19,AB,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 150}"
995,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 36, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
27,AB,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 200}"
989,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 20, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
749,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 20, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
746,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 30, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
39,AB,0.250,0.650,1.000,0.200,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 250}"
779,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 36, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
743,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 36, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
741,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 20, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
740,RF,0.000,0.650,1.000,0.300,"{'reduce_dim__k': 10, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
790,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 30, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
50,AB,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 30, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 300}"
728,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 10, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
64,AB,0.500,0.650,1.000,0.200,"{'reduce_dim__k': 10, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 100}"
66,AB,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 30, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 100}"
716,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 10, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
788,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 10, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
789,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 20, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
965,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 20, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
713,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 20, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
75,AB,0.500,0.650,1.000,0.166,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 150}"
76,AB,0.500,0.650,1.000,0.166,"{'reduce_dim__k': 10, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 150}"
77,AB,0.500,0.650,0.750,0.122,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 150}"
78,AB,0.250,0.650,0.750,0.166,"{'reduce_dim__k': 30, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 150}"
79,AB,0.250,0.650,1.000,0.200,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 150}"
657,RF,0.250,0.650,1.000,0.200,"{'reduce_dim__k': 20, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
